EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,Label
100954,121.069,34.667,94.134,25.303,-999.0,-999.0,-999.0,2.96,25.303,s
100955,86.126,71.842,81.037,7.068,-999.0,-999.0,-999.0,2.58,7.068,b
100956,132.413,81.652,109.106,58.531,-999.0,-999.0,-999.0,2.445,3.386,s
100957,91.683,33.944,66.985,26.781,-999.0,-999.0,-999.0,2.629,26.781,b
100958,142.614,46.265,103.926,10.94,4.932,619.156,-5.921,3.577,30.987,s
100959,127.622,75.597,84.084,84.948,-999.0,-999.0,-999.0,2.643,1.078,s
100960,111.446,76.856,93.987,153.354,2.746,385.218,-1.532,1.503,104.119,b
100961,78.161,0.044,50.841,71.367,1.754,247.396,0.746,1.98,35.636,b
100962,82.83,51.781,55.357,71.57,-999.0,-999.0,-999.0,2.271,16.184,b
100963,106.243,3.635,75.175,33.558,-999.0,-999.0,-999.0,2.622,6.303,b
100964,206.264,49.642,144.578,56.844,-999.0,-999.0,-999.0,3.499,43.819,b
100965,102.129,17.224,72.436,18.452,-999.0,-999.0,-999.0,2.773,39.051,b
100966,142.3,39.302,79.898,113.528,-999.0,-999.0,-999.0,2.236,27.998,s
100967,170.267,72.088,118.766,73.839,-999.0,-999.0,-999.0,2.735,0.856,b
100968,-999.0,94.846,119.369,2.857,-999.0,-999.0,-999.0,2.832,2.857,b
100969,114.302,37.268,87.481,69.66,-999.0,-999.0,-999.0,2.73,27.357,s
100970,126.114,51.917,89.388,24.878,-999.0,-999.0,-999.0,3.211,24.878,s
100971,94.725,10.867,70.246,184.129,2.423,287.473,-1.191,0.967,21.635,b
100972,108.616,52.094,80.698,43.369,-999.0,-999.0,-999.0,2.31,29.612,s
100973,140.795,67.887,109.403,80.536,-999.0,-999.0,-999.0,2.1,11.365,b
100974,117.725,72.538,55.485,76.251,-999.0,-999.0,-999.0,2.158,18.243,b
100975,136.426,64.785,94.087,40.346,-999.0,-999.0,-999.0,2.732,35.558,b
100976,89.955,56.215,72.602,2.793,-999.0,-999.0,-999.0,2.777,2.793,b
100977,452.185,88.886,281.437,4.817,-999.0,-999.0,-999.0,4.545,4.817,b
100978,90.253,15.932,66.861,5.542,-999.0,-999.0,-999.0,3.057,5.542,s
100979,200.428,26.387,130.344,2.099,-999.0,-999.0,-999.0,4.479,2.099,b
100980,110.355,33.649,81.292,77.442,-999.0,-999.0,-999.0,2.314,20.618,s
100981,116.809,90.103,83.44,24.97,-999.0,-999.0,-999.0,2.787,24.97,b
100982,108.649,51.412,76.51,29.606,0.027,69.862,4.341,3.03,3.653,b
100983,89.875,25.333,64.718,23.438,-999.0,-999.0,-999.0,3.166,23.438,b
100984,163.959,15.818,123.572,89.051,0.252,94.203,1.867,2.923,40.802,b
100985,-999.0,89.426,75.853,0.466,-999.0,-999.0,-999.0,1.927,0.466,b
100986,89.135,52.155,59.319,8.659,-999.0,-999.0,-999.0,3.086,26.268,b
100987,116.527,40.484,77.768,46.292,-999.0,-999.0,-999.0,2.617,29.43,s
100988,-999.0,76.654,62.361,1.32,-999.0,-999.0,-999.0,2.228,1.32,b
100989,183.685,22.836,123.897,13.357,2.006,117.997,-0.979,3.091,24.563,b
100990,93.53,56.388,71.476,104.973,-999.0,-999.0,-999.0,1.466,64.928,b
100991,90.176,43.43,63.197,52.613,-999.0,-999.0,-999.0,2.199,3.789,b
100992,120.443,69.395,62.009,44.774,-999.0,-999.0,-999.0,3.017,13.2,s
100993,-999.0,100.409,45.72,1.982,-999.0,-999.0,-999.0,1.433,1.982,s
100994,120.088,48.331,70.99,48.66,-999.0,-999.0,-999.0,2.958,5.778,s
100995,138.306,1.453,93.058,1.597,-999.0,-999.0,-999.0,3.235,1.597,s
100996,71.303,31.438,55.612,2.11,-999.0,-999.0,-999.0,2.719,2.11,b
100997,-999.0,77.947,87.548,1.396,-999.0,-999.0,-999.0,2.464,1.396,b
100998,188.996,114.478,93.671,10.506,-999.0,-999.0,-999.0,3.144,34.687,b
